50.000000,15.125001,
50.000000,10.799688,
50.000000,12.282469,
50.000000,12.029929,
50.000000,12.294910,
50.000000,12.404605,
50.000000,12.559947,
50.000000,12.700933,
50.000000,12.845485,
50.000000,12.988254,
50.000000,13.130838,
50.000000,13.272766,
50.000000,13.414179,
50.000000,13.555038,
50.000000,13.695356,
50.000000,13.835135,
50.000000,13.974375,
50.000000,14.113080,
50.000000,14.251249,
50.000000,14.388887,
50.000000,14.525996,
50.000000,14.662576,
50.000000,14.798631,
50.000000,14.934161,
50.000000,15.069170,
50.000000,15.203660,
50.000000,15.337630,
50.000000,15.471086,
50.000000,15.604028,
50.000000,15.736457,
50.000000,15.868377,
50.000000,15.999789,
50.000000,16.130695,
50.000000,16.261097,
50.000000,16.390997,
50.000000,16.520397,
50.000000,16.649300,
50.000000,16.777704,
50.000000,16.905615,
50.000000,17.033033,
50.000000,17.159960,
50.000000,17.286402,
50.000000,17.412354,
50.000000,17.537819,
50.000000,17.662806,
50.000000,17.787308,
50.000000,17.911331,
50.000000,18.034878,
50.000000,18.157948,
50.000000,18.280544,
50.000000,18.402670,
50.000000,18.524324,
50.000000,18.645510,
50.000000,18.766230,
50.000000,18.886486,
50.000000,19.006277,
50.000000,19.125607,
50.000000,19.244478,
50.000000,19.362892,
50.000000,19.480850,
50.000000,19.598352,
50.000000,19.715405,
50.000000,19.832003,
50.000000,19.948154,
50.000000,20.063860,
50.000000,20.179117,
50.000000,20.293934,
50.000000,20.408306,
50.000000,20.522238,
50.000000,20.635733,
50.000000,20.748789,
50.000000,20.861410,
50.000000,20.973598,
50.000000,21.085354,
50.000000,21.196680,
50.000000,21.307577,
50.000000,21.418047,
50.000000,21.528093,
50.000000,21.637714,
50.000000,21.746912,
50.000000,21.855692,
50.000000,21.964050,
50.000000,22.071993,
50.000000,22.179520,
50.000000,22.286634,
50.000000,22.393333,
50.000000,22.499624,
50.000000,22.605505,
50.000000,22.710978,
50.000000,22.816046,
50.000000,22.920708,
50.000000,23.024967,
50.000000,23.128826,
50.000000,23.232283,
50.000000,23.335344,
50.000000,23.438005,
50.000000,23.540274,
50.000000,23.642147,
50.000000,23.743629,
50.000000,23.844721,
50.000000,23.945421,
50.000000,24.045738,
50.000000,24.145666,
50.000000,24.245209,
50.000000,24.344370,
50.000000,24.443148,
50.000000,24.541546,
50.000000,24.639565,
50.000000,24.737206,
50.000000,24.834471,
50.000000,24.931362,
50.000000,25.027880,
50.000000,25.124025,
50.000000,25.219803,
50.000000,25.315208,
50.000000,25.410250,
50.000000,25.504925,
50.000000,25.599234,
50.000000,25.693180,
50.000000,25.786764,
50.000000,25.879990,
50.000000,25.972855,
50.000000,26.065363,
50.000000,26.157515,
50.000000,26.249310,
50.000000,26.340754,
50.000000,26.431845,
50.000000,26.522585,
50.000000,26.612978,
50.000000,26.703022,
50.000000,26.792719,
50.000000,26.882071,
50.000000,26.971077,
50.000000,27.059742,
50.000000,27.148066,
50.000000,27.236050,
50.000000,27.323696,
50.000000,27.411003,
50.000000,27.497972,
50.000000,27.584610,
50.000000,27.670912,
50.000000,27.756884,
50.000000,27.842522,
50.000000,27.927832,
50.000000,28.012814,
50.000000,28.097467,
50.000000,28.181795,
50.000000,28.265799,
50.000000,28.349478,
50.000000,28.432837,
50.000000,28.515873,
50.000000,28.598589,
50.000000,28.680988,
50.000000,28.763069,
50.000000,28.844835,
50.000000,28.926287,
50.000000,29.007423,
50.000000,29.088247,
50.000000,29.168760,
50.000000,29.248964,
50.000000,29.328859,
50.000000,29.408445,
50.000000,29.487726,
50.000000,29.566702,
50.000000,29.645374,
50.000000,29.723742,
50.000000,29.801811,
50.000000,29.879576,
50.000000,29.957045,
50.000000,30.034210,
50.000000,30.111084,
50.000000,30.187656,
50.000000,30.263939,
50.000000,30.339924,
50.000000,30.415619,
50.000000,30.491020,
50.000000,30.566133,
50.000000,30.640955,
50.000000,30.715490,
50.000000,30.789740,
50.000000,30.863703,
50.000000,30.937380,
50.000000,31.010775,
50.000000,31.083885,
50.000000,31.156715,
50.000000,31.229265,
50.000000,31.301535,
50.000000,31.373526,
50.000000,31.445242,
50.000000,31.516680,
50.000000,31.587845,
50.000000,31.658733,
50.000000,31.729351,
50.000000,31.799696,
50.000000,31.869770,
50.000000,31.939573,
50.000000,32.009109,
50.000000,32.078377,
50.000000,32.147377,
50.000000,32.216110,
50.000000,32.284584,
50.000000,32.352787,
50.000000,32.420734,
50.000000,32.488419,
50.000000,32.555840,
50.000000,32.623001,
50.000000,32.689907,
50.000000,32.756554,
50.000000,32.822941,
50.000000,32.889076,
50.000000,32.954956,
50.000000,33.020584,
50.000000,33.085957,
50.000000,33.151077,
50.000000,33.215950,
50.000000,33.280571,
50.000000,33.344944,
50.000000,33.409069,
50.000000,33.472946,
50.000000,33.536579,
50.000000,33.599964,
50.000000,33.663105,
50.000000,33.726006,
50.000000,33.788662,
50.000000,33.851082,
50.000000,33.913254,
50.000000,33.975193,
50.000000,34.036888,
50.000000,34.098351,
50.000000,34.159573,
50.000000,34.220562,
50.000000,34.281315,
50.000000,34.341835,
50.000000,34.402119,
50.000000,34.462173,
50.000000,34.521999,
50.000000,34.581589,
50.000000,34.640953,
50.000000,34.700089,
50.000000,34.758995,
50.000000,34.817677,
50.000000,34.876129,
50.000000,34.934361,
50.000000,34.992363,
50.000000,35.050144,
50.000000,35.107704,
50.000000,35.165043,
50.000000,35.222160,
50.000000,35.279057,
50.000000,35.335735,
50.000000,35.392197,
50.000000,35.448437,
50.000000,35.504463,
50.000000,35.560272,
50.000000,35.615868,
50.000000,35.671249,
50.000000,35.726418,
50.000000,35.781376,
50.000000,35.836117,
50.000000,35.890652,
50.000000,35.944973,
50.000000,35.999088,
50.000000,36.052994,
50.000000,36.106693,
50.000000,36.160183,
50.000000,36.213470,
50.000000,36.266548,
50.000000,36.319424,
50.000000,36.372093,
50.000000,36.424564,
50.000000,36.476833,
50.000000,36.528896,
50.000000,36.580765,
50.000000,36.632427,
50.000000,36.683899,
50.000000,36.735165,
50.000000,36.786236,
50.000000,36.837112,
50.000000,36.887791,
50.000000,36.938274,
50.000000,36.988564,
50.000000,37.038658,
50.000000,37.088562,
50.000000,37.138275,
